CUST_KEY,NAME,ADDRESS,NATION_NAME,PHONE,ACCT_BAL,MKT_SEGMENT
987,Customer#000000987,SO 0UTuH26eduKI,INDIA,18-887-394-2506,9850.64,AUTOMOBILE
1004,Customer#000001004,"mBaNGEJoY2tgXD60V2DEO ajjoM3Zd,Jp",INDIA,18-676-152-4849,1512.46,MACHINERY
1022,Customer#000001022,"lP,9H6e6mQwLsWYYr2Y",INDIA,18-733-553-2195,9605.83,AUTOMOBILE
1025,Customer#000001025,3T2A1uo8mCqTeO LTW8atjLBLO12nh6lyl,INDIA,18-588-456-4616,3363.46,AUTOMOBILE
1030,Customer#000001030,Xpt1BiB5h9o,INDIA,18-759-877-1870,6359.27,HOUSEHOLD
1033,Customer#000001033,WOozPuOF8UdYMwjF5,INDIA,18-470-380-2978,81.06,BUILDING
1036,Customer#000001036,fxujgj8DOFO6oKrH,INDIA,18-791-577-7691,1766.23,BUILDING
1060,Customer#000001060,aWJkU6JJJOvgaKPOAJJc,INDIA,18-290-794-6133,2840.59,HOUSEHOLD
1086,Customer#000001086,"ECMZrONto2nI2TBv,k",INDIA,18-399-482-6815,9726.83,FURNITURE
1104,Customer#000001104,",t,d8FlnmiECPa",INDIA,18-644-507-8095,1230.47,AUTOMOBILE
1126,Customer#000001126,8J bzLWboPqySAWPgHrl4IK4roBvb,INDIA,18-898-994-6389,3905.97,AUTOMOBILE
1129,Customer#000001129,"OMEqYv,hhyBAObDjIkoPL03BvuSRw02AuDPVoe",INDIA,18-313-585-9420,6020.02,HOUSEHOLD
1155,Customer#000001155,kEDBn1IQWyHyYjgGGs6FiXfm3,INDIA,18-864-953-3058,3510.25,MACHINERY
1170,Customer#000001170,BNhssVcV36vshEHUAc aPFJ,INDIA,18-670-628-8499,2070.73,HOUSEHOLD
1171,Customer#000001171,GatOC LsLU9MkgyaNMYH,INDIA,18-457-394-2863,7658.97,HOUSEHOLD
1193,Customer#000001193,"gdKqrIp,yaMaQSFerrGGzc6Kpy",INDIA,18-524-487-2547,-17.10,AUTOMOBILE
1205,Customer#000001205,1ALD7GN4Iw0Vl5toeM,INDIA,18-185-307-2678,5390.34,HOUSEHOLD
1224,Customer#000001224,"PWOwgZKsBoFJQ7py4HJpdJoSO2,",INDIA,18-794-312-9970,8124.15,HOUSEHOLD
1248,Customer#000001248,f0X68bItSl,INDIA,18-692-669-1536,6539.15,AUTOMOBILE
1331,Customer#000001331,mjaArHGsPWg,INDIA,18-140-389-1328,2005.02,BUILDING
1384,Customer#000001384,bQI5haTy6PHM8MyRtKSlvU4ixAUg,INDIA,18-788-299-9227,1534.38,HOUSEHOLD
1397,Customer#000001397,1bk KBemIEsKhD3VyXa6IRLx 4GH u,INDIA,18-294-992-6523,5466.83,AUTOMOBILE
1398,Customer#000001398,"K1rQq6exc3WcVCcgIjA4SaeqxtK2,HG1",INDIA,18-377-181-4654,7004.90,HOUSEHOLD
1465,Customer#000001465,tDRaTC7UgFbBX7VF6cVXYQA0,INDIA,18-807-487-1074,9365.93,FURNITURE
1514,Customer#000001514,"2dVI195Lf,EUjr1CY37GWxCxb0uUjEa",INDIA,18-602-992-7324,4566.48,FURNITURE
1518,Customer#000001518,ulllJKhRl VkFwAIhlb ,INDIA,18-242-415-7477,37.80,MACHINERY
1526,Customer#000001526,pAC6Yj2c5lyOIr5 IQpM0,INDIA,18-679-265-7392,8012.73,MACHINERY
1574,Customer#000001574,hgovcHRlq4 y,INDIA,18-753-101-5745,1204.82,HOUSEHOLD
1640,Customer#000001640,lGeZbMEg03r24lUuK,INDIA,18-270-772-6060,2622.28,BUILDING
1644,Customer#000001644,la3oZuddBtIVanskRXO8,INDIA,18-235-782-9940,8808.00,MACHINERY
1653,Customer#000001653,PQFMr5tmEgBCF7rww29Vc yMrHY9HJk,INDIA,18-150-322-1853,6338.28,BUILDING
1685,Customer#000001685,3Mg0g4AXNPa,INDIA,18-694-638-1767,5621.33,MACHINERY
1734,Customer#000001734,Hj4hmdNc2sRBgG5YO4mz5q 9,INDIA,18-264-978-2762,3888.89,AUTOMOBILE
1738,Customer#000001738,dKNfooI8lr6G0yb19Oug,INDIA,18-263-208-3553,2290.69,AUTOMOBILE
1774,Customer#000001774,"5pstbh4XaxP91 ,wNQFbR",INDIA,18-753-365-9994,2922.61,AUTOMOBILE
1781,Customer#000001781,JYtJY4OTZQUaEQlfDEeVkK4mtO,INDIA,18-350-885-2317,4686.31,AUTOMOBILE
1791,Customer#000001791,"nEuCQJ1,wiJUq7k05FED7j6EjZP0QdzriHsUWZ",INDIA,18-937-127-3890,3917.82,HOUSEHOLD
1825,Customer#000001825,",E8l78G7k,u0eGXu,sGU1fta2Lg",INDIA,18-969-538-4715,8447.18,FURNITURE
1885,Customer#000001885,WceTHrKwpwDq4AbQiFFO03R88q2,INDIA,18-986-991-1839,1642.14,MACHINERY
1897,Customer#000001897,"bizbUJTTu896QHClLsGIeQmcIF5K,7pyN",INDIA,18-397-783-2293,2415.01,BUILDING
1913,Customer#000001913,"3Ya7Xzjzd,JayN,jN",INDIA,18-831-659-1744,8031.55,BUILDING
1920,Customer#000001920,FvwmRwSmKgzj7u4disg0ahJOtEfo,INDIA,18-810-300-8541,9476.97,MACHINERY
1953,Customer#000001953,vd2GjYHxhaYoyE0dU46shW,INDIA,18-155-378-1656,4654.64,MACHINERY
2006,Customer#000002006,4wf5KKnHE998b3 9V5vYlcC8LgZlHANAd,INDIA,18-951-657-3426,1321.22,FURNITURE
2055,Customer#000002055,zwYg0h1F8BjyMiG71Aef,INDIA,18-864-160-6213,4778.76,FURNITURE
2057,Customer#000002057,"R7DR,CQzyyloiMxNPMhmTwq",INDIA,18-428-827-3363,922.72,BUILDING
2063,Customer#000002063,",wVVUWOGsu86",INDIA,18-183-452-3066,1814.88,FURNITURE
2120,Customer#000002120,B6Ula5SL6WIPd9ILJadfRnSXa5UkMQMSmAHKUbp6,INDIA,18-893-662-5580,6931.67,AUTOMOBILE
2134,Customer#000002134,ji1MM5rE802W3RuV2007,INDIA,18-727-586-9373,6300.38,MACHINERY
2158,Customer#000002158,TGxcJCq8yrFE0gwagTqci8pFBHSaI6ie 10riufr,INDIA,18-757-535-6398,5638.81,AUTOMOBILE
2200,Customer#000002200,33gkVbYf2sW98Hi08 ,INDIA,18-773-887-7320,299.39,FURNITURE
2201,Customer#000002201,"W0V pQO4,FUP38qKj",INDIA,18-195-800-7314,2811.64,HOUSEHOLD
2207,Customer#000002207,BxTaTOJW1N8OWHp0DGbC6AkIHNvmSMb,INDIA,18-107-489-8920,6471.89,FURNITURE
2216,Customer#000002216,"2RAIV5UdIqf05roYh,ZJZ31svG8RqR 0vZ3w",INDIA,18-769-834-9358,7685.67,AUTOMOBILE
2242,Customer#000002242,tspWnaJWmKYxltKgT611fIpQ91fPMBTric NijY,INDIA,18-428-827-7827,-523.30,MACHINERY
2254,Customer#000002254,Qvqpb5DoYZCO2eF6qZ2eTONiKzhitL,INDIA,18-167-442-7532,9238.01,AUTOMOBILE
2277,Customer#000002277,fufeTUxa1 237PICpFBfvIE8N,INDIA,18-466-455-4062,9142.11,MACHINERY
2300,Customer#000002300,o5mPncfsjOhZnsRMewrleb2IEOrf,INDIA,18-720-579-1162,9366.29,BUILDING
2320,Customer#000002320,"vOqrEiw3svbkhs0ki6708,L38PndQkQX axK,",INDIA,18-602-486-6258,1038.75,FURNITURE
2334,Customer#000002334,psq43fHjXWxb,INDIA,18-689-894-3979,6151.56,FURNITURE
2434,Customer#000002434,rKdom46v0MHALARdKRVQgFAXNGMS,INDIA,18-517-509-8905,1781.14,BUILDING
2467,Customer#000002467,NvvbBdbgXjfAFWO5FlGU5Vs4 LYm3d,INDIA,18-229-600-1421,4238.56,AUTOMOBILE
2471,Customer#000002471,pWBn3RAPKHrwYr2Rg9QXqeBjDft,INDIA,18-798-341-6876,9756.67,BUILDING
2479,Customer#000002479,"FgEqg,zj95mUaLeornYbSgkj",INDIA,18-310-465-4363,420.46,FURNITURE
