CUST_KEY,NAME,ADDRESS,NATION_NAME,PHONE,ACCT_BAL,MKT_SEGMENT
742,Customer#000000742,2qRObRkFktME6SsNV0Pa3L8txbA0AFtXuWsKrkW,JAPAN,22-610-582-8610,6381.24,HOUSEHOLD
799,Customer#000000799,LVk8ljWeIYTQQFMKCmxEeRpWQT,JAPAN,22-909-693-7833,2263.25,MACHINERY
806,Customer#000000806,FTM62Dujm2BoblKFY w,JAPAN,22-888-883-2475,6859.28,FURNITURE
815,Customer#000000815,TmpTFwt3b0 WQUmljE1LKbg50dtQszn67qEog,JAPAN,22-941-606-7227,5841.33,HOUSEHOLD
819,Customer#000000819,"cug3zDy qHUaZMQNEtYlWK3R,mGrid4Of",JAPAN,22-424-990-1743,2152.05,MACHINERY
836,Customer#000000836,rayz3tXswDbL4hyIr5SMrEIOTqvmok48e,JAPAN,22-181-313-6281,9184.72,FURNITURE
860,Customer#000000860,t0GtEsh39KvInVMH7CDn0xi,JAPAN,22-895-319-1388,6836.89,BUILDING
864,Customer#000000864,"lKcUKtfu0myNF5msATCFVHHXfMg3,cdb",JAPAN,22-897-966-6672,8932.76,AUTOMOBILE
886,Customer#000000886,QOTGbGPJjNPD7IrfAILA1da,JAPAN,22-771-691-7229,1194.33,AUTOMOBILE
888,Customer#000000888,3vlJp0W8cniEXV,JAPAN,22-855-455-1154,6358.04,HOUSEHOLD
901,Customer#000000901,QUyXt94YM6Ou6rDqK,JAPAN,22-202-667-4372,938.35,HOUSEHOLD
908,Customer#000000908,Fa5bchMKUMsaNKOXAiu9pX  ME,JAPAN,22-814-669-9320,3215.96,AUTOMOBILE
934,Customer#000000934,UMAFCPYfCxn LhawyoEYoU9GZC7TORCX,JAPAN,22-119-576-7222,-592.69,AUTOMOBILE
938,Customer#000000938,wrq9S3rEW8zXUVCXpa7uKi,JAPAN,22-157-321-7590,2584.52,BUILDING
961,Customer#000000961,"5,81YDLFuRR47KKzv8GXdmi3zyP37PlPn",JAPAN,22-989-463-6089,6963.68,MACHINERY
964,Customer#000000964,ZnBNwMqvW7y3FSn6025pwkzgTDfsG2A,JAPAN,22-974-772-2802,4756.58,FURNITURE
1006,Customer#000001006,Q46palcsa4KwAMhPS,JAPAN,22-364-780-5932,7447.99,BUILDING
1009,Customer#000001009,"cWONXs2Vx30bkgYoCkx7LrJH,E",JAPAN,22-132-906-1117,594.50,BUILDING
1080,Customer#000001080,"Yux,gs14NpneiZEy9Rz",JAPAN,22-806-885-5347,3267.19,MACHINERY
1081,Customer#000001081,eGGRjZex7YANvD1jfnPMcBK2JbM,JAPAN,22-866-942-1021,8647.42,MACHINERY
1100,Customer#000001100,"PGXj,,vjAfMNLzd",JAPAN,22-880-206-7392,9189.75,BUILDING
1113,Customer#000001113,jLtKZ0bRJyYL1k,JAPAN,22-412-216-1933,7392.30,HOUSEHOLD
1146,Customer#000001146,"DRBYvF0iBGsDC3iPNFsPHq3FkU,jCK8LJPX4W",JAPAN,22-720-237-1751,4204.36,FURNITURE
1152,Customer#000001152,QRmFl9ZkoBDQ7,JAPAN,22-471-341-5516,5680.15,HOUSEHOLD
1217,Customer#000001217,"ddk4YC7lmTM,Z3LbX",JAPAN,22-191-580-2887,6019.32,FURNITURE
1228,Customer#000001228,"fV,ZM6pj1nivvbnfseVaWRkB0UYwKgvv",JAPAN,22-778-955-6105,5392.30,AUTOMOBILE
1252,Customer#000001252,"u2OUDBxaayX4WhrftcM,",JAPAN,22-604-782-7617,3279.84,MACHINERY
1273,Customer#000001273,6RglRQdIV9mF8Tn6ABFmSQl,JAPAN,22-594-567-9307,1499.56,AUTOMOBILE
1286,Customer#000001286,FP3aFvhRMSKfCz3l0h,JAPAN,22-374-932-9860,6906.08,MACHINERY
1293,Customer#000001293,E79dBMCNl5xXBwtnSsjuBLa16VgrLsKz,JAPAN,22-517-223-6566,2565.67,HOUSEHOLD
1306,Customer#000001306,0YRFIqAc5imIKGi9cEYtn6L,JAPAN,22-923-551-9639,6464.77,MACHINERY
1327,Customer#000001327,LBVMBxjllZpTQd,JAPAN,22-920-576-6295,0.97,MACHINERY
1376,Customer#000001376,VushDntQeYmYLT22vW09rlg5j06B,JAPAN,22-972-150-2900,6761.52,HOUSEHOLD
1403,Customer#000001403,",ql804gtMc3uxTfP,lt4yRBWQ",JAPAN,22-458-624-2509,9782.34,HOUSEHOLD
1404,Customer#000001404,"pIO5i3yjeODChGMHoVvrX,Ctpdj",JAPAN,22-320-701-5582,3828.46,MACHINERY
1421,Customer#000001421,Qx9tZ9yiMo,JAPAN,22-139-990-1907,7292.93,MACHINERY
1468,Customer#000001468,APEd1ssFxDC9fhwosxxeQUul5EhwBczX,JAPAN,22-901-280-1023,3826.52,BUILDING
1481,Customer#000001481,Vp7Um1Vy7MNVJvP 5cqUrz8scGtcaLJB3f5bZDW,JAPAN,22-674-694-9039,3204.67,AUTOMOBILE
1515,Customer#000001515,QS USHJ02MP2yd7TIcCNGMyXjyQug0EIShDlUM,JAPAN,22-852-688-4287,-179.31,MACHINERY
1618,Customer#000001618,efEU9gOnX05FfeJAyNMup,JAPAN,22-326-603-9101,7795.47,AUTOMOBILE
1641,Customer#000001641,XT5DXFdGy4kjb,JAPAN,22-791-967-1788,4611.37,HOUSEHOLD
1657,Customer#000001657,MSSbpflkYXCciBa,JAPAN,22-113-887-8875,9376.24,FURNITURE
1664,Customer#000001664,"LWrtr,G ifu9pwmSc2HknzWQS,o0FOMGucsq7Rdh",JAPAN,22-597-130-8584,6912.53,MACHINERY
1686,Customer#000001686,EYR2WxcOKG 4rIlcO9wbkAtID7PJOVkcPaC,JAPAN,22-241-190-8777,7782.48,HOUSEHOLD
1691,Customer#000001691,BvajZGLJDqzvJfZKsuVjdwaixCO,JAPAN,22-649-185-6921,3367.22,AUTOMOBILE
1693,Customer#000001693,k9j7wuuKPs8gE,JAPAN,22-402-777-3279,2747.22,MACHINERY
1715,Customer#000001715,TNwfsu3dIIti,JAPAN,22-283-174-5611,2587.36,BUILDING
1739,Customer#000001739,lhga8XGNRXPfJTotgUTn5qc4ush,JAPAN,22-216-512-8595,8526.70,FURNITURE
1767,Customer#000001767,"ddqHp2,Ylt8vN8Pf",JAPAN,22-421-403-9852,4369.15,AUTOMOBILE
1857,Customer#000001857,"4BOgUDmgtH,RyMRb4jUc TDYqFB",JAPAN,22-974-598-1668,5485.71,HOUSEHOLD
1894,Customer#000001894,"X,KINka,nciwGbK",JAPAN,22-832-993-2803,5415.55,BUILDING
1895,Customer#000001895,PAv4VeG04NXcldWKmT,JAPAN,22-350-120-2910,3216.87,HOUSEHOLD
1928,Customer#000001928,Ce02vQsU97,JAPAN,22-812-639-3782,1391.69,MACHINERY
1971,Customer#000001971,DZsft5O035OEx6ql2BKC3CHI3R5ZtlFgKsMs XZM,JAPAN,22-293-654-8027,1205.73,AUTOMOBILE
1982,Customer#000001982,mpS3z3Av8c89RsaJyiet,JAPAN,22-891-773-1026,3567.30,HOUSEHOLD
2049,Customer#000002049,1TQACfp6C2dP,JAPAN,22-390-384-1482,5745.53,FURNITURE
2071,Customer#000002071,0g5mpIwGXQwMm6imHv63b5NHu64Ej2N,JAPAN,22-899-598-1520,-455.22,BUILDING
2074,Customer#000002074,kTgHVj1P4ZEw0UxWITP16uvqCe7nZtKCCCz7FLl,JAPAN,22-131-962-5877,4568.86,AUTOMOBILE
2100,Customer#000002100,nPpnU7O2YL6hUEJ5rSY,JAPAN,22-514-960-7127,7522.57,HOUSEHOLD
2114,Customer#000002114,4SkujOs4T0igyo,JAPAN,22-251-678-1844,641.08,HOUSEHOLD
2141,Customer#000002141,XhAAGHU8xqW4 DPm76q83IJWXzDSAE4eRPn,JAPAN,22-154-800-3792,4024.24,AUTOMOBILE
2170,Customer#000002170,8YNPk0 eMPFxdCGNN0h6JJjCtvGgJYel,JAPAN,22-546-227-2477,3486.76,AUTOMOBILE
2171,Customer#000002171,ROtv1nBldJxYbzLr57qDL1u,JAPAN,22-873-746-3556,2920.40,AUTOMOBILE
2204,Customer#000002204,k lrxu1NXhPeuPLgn,JAPAN,22-553-929-9161,3898.31,HOUSEHOLD
2226,Customer#000002226,"pJ1js0uXE8atB6,YCLsum,aA",JAPAN,22-809-228-6781,5922.58,MACHINERY
2229,Customer#000002229,sl1bVPsyb kvU3i,JAPAN,22-598-562-8741,-12.13,AUTOMOBILE
2264,Customer#000002264,"pNshTpOPuJ03xXw,MnaP7,6Gf8 AS1qMKE",JAPAN,22-756-323-3143,120.44,BUILDING
2280,Customer#000002280,"BLV,jULIvRXM,F2L5hjEpeVH2b6lJvvL6B,4sBT",JAPAN,22-965-569-6796,7210.72,HOUSEHOLD
2323,Customer#000002323,"lx7BEywZ0pLLfvfrB7 mtCU7CmV GbMThFw bh,Z",JAPAN,22-316-143-8296,7996.27,FURNITURE
2342,Customer#000002342,"grFe1Z5oCMi,6Dr32h32KyJI",JAPAN,22-122-899-2737,9691.02,FURNITURE
2347,Customer#000002347,"Of0jQ84PAhGMAbxGgkIFywAzy11,eK",JAPAN,22-413-334-3112,8117.95,FURNITURE
